Item,Description,Retail_Price,Loyalty_Discount,CustomerID
8241463559,Wallet,49.75,0.02,100000183
3750666773,Waterbed Sheet,79.8,0.01,100000294
6182617964,Long Gown,97.11,0.08,400000514
9538578209,Dress,87.36,0.07,100000743
8068199275,Slacks,87.78,0,200000458
6182400847,Blazer,26.88,0.03,100000145
2153011099,Gown & Robe Set,99.8,0.03,100000451
6182617964,Long Gown,97.11,0.02,400000916
1284609276,Sweater,95.76,0.1,100000641
3890778939,Suit & 2 pc Dress,125.16,0.05,100000901
2178891798,Hand Towel,18.17,0.01,100000228
1489444777,Short Gown,131.12,0.07,100000054
8068199275,Slacks,87.78,0.1,200000725
6660530324,Washcloth,35.14,0.02,300000729
3382973348,Top,81.76,0.03,100000880
6182617964,Long Gown,97.11,0.07,400000488
7833392032,Skirt,55.86,0.08,300000511
3256419181,Short Slip,102,0.06,300000238
1284609276,Sweater,95.76,0.09,300000112
5145202479,Crib Sheet,9.9,0.07,200000353
7502168586,Baby Quilt,38.06,0.02,200000538
8262662751,Suit,109.89,0.1,100000839
3750666773,Waterbed Sheet,79.8,0.1,100000255
7463357829,Infant 2 Piece Set,49.8,0.08,100000895
3819369487,Dish Towel,7.84,0.06,300000733
4681342313,Sheets,29.9,0,100000222
1039854547,Coat,135.83,0.04,300000551
5997626126,Coat/Jacket,39.55,0.1,100000323
2876522496,Jacket,99.8,0.09,300000394
8948840620,Gloves,19.8,0.04,300000593
7425260271,Mattress Cover,35.44,0.04,200000416
5997626126,Coat/Jacket,39.55,0.05,300000410
6182400847,Blazer,26.88,0.03,300000905
3305177499,Coveralls (long sleeve),95.88,0.03,200000785
3135576553,Underwear,5.88,0.1,400000115
2178891798,Hand Towel,18.17,0.06,200000660
1284609276,Sweater,95.76,0,100000010
5145202479,Crib Sheet,9.9,0.03,100000877
4622769035,Short Gown,78,0.09,100000053
3819369487,Dish Towel,7.84,0.04,200000018
4619440506,Shorts,69.75,0.1,200000903
8068199275,Slacks,87.78,0.01,300000468
1893735141,Socks,115.5,0.1,200000385
4584868492,T-shirt,61.38,0.05,100000082
4584868492,T-shirt,61.38,0.08,100000328
6548962456,Dust Ruffle,65.79,0,200000458
2963300774,Sweatshirt,75.81,0.01,100000294
8619953091,Pillowcase,18.96,0.04,100000196
6648383061,Long Slip,27.86,0,300000524
1893735141,Socks,115.5,0.05,100000318
4327321762,Dress,69.75,0,100000567
3750666773,Waterbed Sheet,79.8,0.04,200000764
1303837083,Suit,19.4,0.02,200000407
2524845521,Gown & Robe Set,105.6,0.09,100000287
4619440506,Shorts,69.75,0.1,200000903
2248992375,Sweater,61.38,0.07,300000592
6917448328,Socks,8.82,0.02,100000898
8438262686,Robe,29.88,0.08,300000015
6182400847,Blazer,26.88,0.01,100000501
2355020550,Sweater,67.92,0.05,400000473
3305177499,Coveralls (long sleeve),95.88,0.01,100000797
4934584980,Nylon Pants,55.86,0.03,100000878
5997626126,Coat/Jacket,39.55,0.01,100000294
9538578209,Dress,87.36,0.09,200000465
8713824671,Infant 2 Piece Set,48.6,0.02,100000144
1082405301,Blazer,119.76,0.09,100000518
8438262686,Robe,29.88,0.05,200000670
3256419181,Short Slip,102,0.03,100000145
9862518267,Socks,10.84,0.03,100000437
6697166886,Coat,159.8,0.04,100000325
8694351166,Chair Cover,38.87,0.03,100000184
9873264896,Hat,10.89,0.09,400000027
6182617964,Long Gown,97.11,0.09,200000716
5145202479,Crib Sheet,9.9,0.04,100000502
2240469836,Slippers,35.82,0.09,100000125
7841340144,Shirt,29.4,0.04,100000695
7270957383,Scarf,29.85,0.02,400000513
6917448328,Socks,8.82,0.1,400000756
2430071492,Dust Ruffle,41.86,0.01,200000386
6917448328,Socks,8.82,0.1,300000635
7690258628,Baby Blanket,21.93,0.03,100000253
1303837083,Suit,19.4,0.1,400000780
9223468295,Bath Mat,23.88,0.09,200000069
4391642886,Men's Pajama Set,83.79,0.01,300000705
6962492078,Bath Mat,37.31,0.09,200000715
7645888340,Bath Mat,5.6,0.07,200000682
8269421724,Long Overalls,124.75,0.01,200000386
6719567315,Blouse,47.88,0.07,200000590
7270957383,Scarf,29.85,0.1,200000266
2430071492,Dust Ruffle,41.86,0.1,300000687
3795753080,Jeans,38.1,0.05,300000032
4619440506,Shorts,69.75,0.04,300000004
4619440506,Shorts,69.75,0.05,300000410
4574639519,Jeans,14.5,0.03,200000355
8068199275,Slacks,87.78,0.06,300000365
6697166886,Coat,159.8,0.06,100000771
2963300774,Sweatshirt,75.81,0.04,100000722
6917448328,Socks,8.82,0.06,100000850
3126356136,Formal Dress,99.9,0,100000208
7425260271,Mattress Cover,35.44,0.06,100000141
2963300774,Sweatshirt,75.81,0.03,100000135
8864799421,Valance,31.8,0.04,100000722
2524845521,Gown & Robe Set,105.6,0.03,100000680
6962492078,Bath Mat,37.31,0.04,100000677
1988250904,Coat,74.16,0.1,100000248
1893735141,Socks,115.5,0,100000083
2695940506,Sweater,59.4,0.06,200000461
2430071492,Dust Ruffle,41.86,0.05,100000205
2020397001,Men's Pajama Set,23.1,0.02,400000556
1625450539,Dress,54.89,0.04,100000196
5608950888,Suit & 2 pc Dress,112.35,0.01,100000294
5857761910,Gowns/Pajamas,28.14,0.03,300000815
7502168586,Baby Quilt,38.06,0.06,100000771
1284609276,Sweater,95.76,0.05,300000032
9730446421,Blazer,103.3,0.03,100000089
7425260271,Mattress Cover,35.44,0.01,100000277
2240469836,Slippers,35.82,0.02,400000737
7833392032,Skirt,55.86,0.06,300000553
1284609276,Sweater,95.76,0.02,100000035
6988128169,Handbag,25.44,0.01,200000386
8438262686,Robe,29.88,0.05,300000718
1737807900,Tie,68.64,0.08,100000221
8438262686,Robe,29.88,0.03,200000017
1625450539,Dress,54.89,0.02,100000435
8619953091,Pillowcase,18.96,0.08,100000128
3452086694,Bra,38.87,0.09,200000580
2430071492,Dust Ruffle,41.86,0.03,100000862
2963300774,Sweatshirt,75.81,0.05,300000073
7645689457,Apron,9.48,0.05,100000292
2782517448,Belt,45.77,0.02,200000447
7645689457,Apron,9.48,0.1,100000319
3452086694,Bra,38.87,0.07,100000296
6697166886,Coat,159.8,0.06,100000275
8262662751,Suit,109.89,0.03,100000578
3135576553,Underwear,5.88,0.09,100000760
2240469836,Slippers,35.82,0,100000189
3405268556,Handbag,114.77,0.03,100000344
1039854547,Coat,135.83,0.02,200000607
2178891798,Hand Towel,18.17,0.1,200000301
6388591017,Baby Quilt,100.68,0.08,400000396
2876522496,Jacket,99.8,0.07,100000335
7841340144,Shirt,29.4,0.1,100000839
4924918902,T-shirt,62.79,0.08,100000895
1489444777,Short Gown,131.12,0.05,100000215
8241463559,Wallet,49.75,0.1,100000293
5480721202,Shirt,67.83,0.06,200000536
2178891798,Hand Towel,18.17,0.04,100000219
1737807900,Tie,68.64,0.06,200000804
1284609276,Sweater,95.76,0.02,100000879
7690258628,Baby Blanket,21.93,0.04,400000830
4619440506,Shorts,69.75,0,200000765
7425260271,Mattress Cover,35.44,0.04,200000631
9862518267,Socks,10.84,0.03,100000062
1303837083,Suit,19.4,0.1,400000115
4574639519,Jeans,14.5,0.08,200000065
8438262686,Robe,29.88,0.04,300000613
6719567315,Blouse,47.88,0.01,400000755
3795753080,Jeans,38.1,0.02,200000663
5153370805,Shorts,43.96,0,100000149
2430071492,Dust Ruffle,41.86,0.02,100000817
6697166886,Coat,159.8,0,200000504
3123824581,Sweatpants,43.89,0.09,100000606
2491559336,Jeans,104.79,0.07,100000296
1940915493,Long Gown,68.77,0,100000212
8143229140,Shower Shoes,27.86,0.05,100000162
2524845521,Gown & Robe Set,105.6,0.04,100000299
3382973348,Top,81.76,0.06,200000414
8694351166,Chair Cover,38.87,0.03,100000761
5997626126,Coat/Jacket,39.55,0.03,100000343
5997626126,Coat/Jacket,39.55,0,200000711
2153011099,Gown & Robe Set,99.8,0.09,100000489
3126356136,Formal Dress,99.9,0.1,200000866
2178891798,Hand Towel,18.17,0.04,200000800
4538875409,Couch Cover,79.8,0.01,300000375
4391642886,Men's Pajama Set,83.79,0.04,400000720
2524845521,Gown & Robe Set,105.6,0.04,300000539
2020397001,Men's Pajama Set,23.1,0.09,100000206
6661671897,Swimwear,50.83,0.02,200000022
2153011099,Gown & Robe Set,99.8,0.01,300000351
5997626126,Coat/Jacket,39.55,0,200000389
7690258628,Baby Blanket,21.93,0.08,200000258
2248992375,Sweater,61.38,0.1,100000293
2524845521,Gown & Robe Set,105.6,0.06,100000217
3126356136,Formal Dress,99.9,0.01,300000439
6182400847,Blazer,26.88,0.04,100000177
1893735141,Socks,115.5,0.05,200000856
1737807900,Tie,68.64,0.07,100000565
1988250904,Coat,74.16,0.03,100000345
6511971572,Sleeping Bag,47.88,0,400000770
4584868492,T-shirt,61.38,0.05,300000032
5310615417,Tie,41.79,0.02,300000357
1284609276,Sweater,95.76,0.01,100000234
8241463559,Wallet,49.75,0.07,100000643
5050067655,Bottoms,66.96,0.05,200000356
3305177499,Coveralls (long sleeve),95.88,0.08,300000717
2557931901,Short Gown,47.76,0,100000189
3126356136,Formal Dress,99.9,0.03,100000437
8058527540,Jeans,35.91,0.04,100000188
6719567315,Blouse,47.88,0.02,100000413
3795753080,Jeans,38.1,0.04,300000593
5145202479,Crib Sheet,9.9,0.07,100000861
9916068026,Gowns/Pajamas,118.14,0.05,100000231
6511971572,Sleeping Bag,47.88,0.02,200000663
3123824581,Sweatpants,43.89,0.1,100000377
1940915493,Long Gown,68.77,0.07,200000425
6660530324,Washcloth,35.14,0.06,200000696
1625450539,Dress,54.89,0.1,100000323
2491559336,Jeans,104.79,0.09,300000394
5187373849,Short Slip,12.87,0.02,200000607
1082405301,Blazer,119.76,0.09,100000247
2491559336,Jeans,104.79,0.07,200000833
2491559336,Jeans,104.79,0.03,100000062
5127562193,Robe,95.76,0.03,200000462
1319286996,Gowns/Pajamas,47.43,0.03,100000832
4574639519,Jeans,14.5,0.04,100000209
8213207925,Underwear & Boxers,23.76,0.05,200000486
8068199275,Slacks,87.78,0.06,100000042
9313710898,Dish Towel,32.23,0.04,100000299
3405268556,Handbag,114.77,0,100000906
6660530324,Washcloth,35.14,0.05,300000073
3452086694,Bra,38.87,0.07,300000079
6991736764,Pillow Sham,19.8,0.02,300000271
6182617964,Long Gown,97.11,0.09,100000475
7425260271,Mattress Cover,35.44,0.03,100000846
9870137717,Crib Sheet,53.9,0,100000010
3452086694,Bra,38.87,0.07,300000598
6182400847,Blazer,26.88,0.09,100000003
6388591017,Baby Quilt,100.68,0.1,100000251
1893735141,Socks,115.5,0.04,100000325
5480721202,Shirt,67.83,0.1,400000706
2153011099,Gown & Robe Set,99.8,0.07,100000007
8143229140,Shower Shoes,27.86,0.09,100000808
4538875409,Couch Cover,79.8,0.09,100000336
8948840620,Gloves,19.8,0.04,100000744
3390230025,Top,33.48,0.03,100000253
4398051135,Bra,6,0.04,200000068
3795753080,Jeans,38.1,0.1,400000516
5509524170,Couch Cover,86.68,0.01,100000016
9870137717,Crib Sheet,53.9,0.09,100000937
7841340144,Shirt,29.4,0.05,200000261
2248992375,Sweater,61.38,0.03,100000303
3795753080,Jeans,38.1,0.02,300000357
9280265561,Coat/Jacket,59.85,0.01,300000375
8586814459,Gown & Robe Set,65.64,0.1,100000323
8864799421,Valance,31.8,0.05,100000153
3382973348,Top,81.76,0.09,100000120
8675740287,Baby Quilt,47.76,0.04,100000249
6511971572,Sleeping Bag,47.88,0.09,200000820
4291344502,Long Overalls,55.62,0.02,100000817
3405268556,Handbag,114.77,0.08,200000065
6228611532,Valance,47.76,0.03,300000411
5310615417,Tie,41.79,0.04,100000085
8058527540,Jeans,35.91,0.08,300000611
3819369487,Dish Towel,7.84,0,100000547
5736433915,Mattress Cover,65.78,0.08,200000503
8143229140,Shower Shoes,27.86,0.1,200000942
9166887914,Sweater,95.76,0.07,100000824
5187883584,Dish Towel,49.5,0.05,100000310
7833392032,Skirt,55.86,0.08,300000633
2210750188,Blazer,119.76,0.06,200000066
7270957383,Scarf,29.85,0.1,100000884
4622769035,Short Gown,78,0,100000201
8143229140,Shower Shoes,27.86,0.01,400000432
2876522496,Jacket,99.8,0.02,100000187
6228611532,Valance,47.76,0.03,100000880
4934584980,Nylon Pants,55.86,0.09,400000114
7463357829,Infant 2 Piece Set,49.8,0.04,100000132
5145202479,Crib Sheet,9.9,0.05,100000421
3750666773,Waterbed Sheet,79.8,0.03,200000017
6991736764,Pillow Sham,19.8,0.02,200000538
5997626126,Coat/Jacket,39.55,0.02,400000737
5608950888,Suit & 2 pc Dress,112.35,0.06,200000014
1160651321,Coat,93.9,0.09,100000247
1737807900,Tie,68.64,0,200000726
9223468295,Bath Mat,23.88,0.01,400000048
5509524170,Couch Cover,86.68,0.09,100000489
3452086694,Bra,38.87,0.06,200000660
1988250904,Coat,74.16,0.02,400000916
8619953091,Pillowcase,18.96,0.03,200000506
1319286996,Gowns/Pajamas,47.43,0.04,100000209
2355020550,Sweater,67.92,0,200000389
1160651321,Coat,93.9,0.02,100000283
1303837083,Suit,19.4,0.02,100000052
1336619171,Slacks,63.84,0.08,100000745
2020397001,Men's Pajama Set,23.1,0.09,300000550
5310615417,Tie,41.79,0.06,100000341
3126356136,Formal Dress,99.9,0.01,100000117
6388591017,Baby Quilt,100.68,0.08,300000611
7425260271,Mattress Cover,35.44,0.04,200000107
8948840620,Gloves,19.8,0.03,200000417
3750666773,Waterbed Sheet,79.8,0.07,100000444
1319286996,Gowns/Pajamas,47.43,0.04,300000593
6548962456,Dust Ruffle,65.79,0.01,200000940
9730446421,Blazer,103.3,0.08,100000745
2020397001,Men's Pajama Set,23.1,0.09,100000278
9223468295,Bath Mat,23.88,0.08,200000672
6511971572,Sleeping Bag,47.88,0.1,400000739
1988250904,Coat,74.16,0.08,100000227
1625450539,Dress,54.89,0.1,100000251
1082405301,Blazer,119.76,0.07,300000167
7463357829,Infant 2 Piece Set,49.8,0.05,100000162
5310615417,Tie,41.79,0.09,100000760
8269421724,Long Overalls,124.75,0.08,300000717
9313710898,Dish Towel,32.23,0.01,400000541
1893735141,Socks,115.5,0.09,200000659
2113413915,Shorts,59.33,0.06,300000596
3123824581,Sweatpants,43.89,0.07,300000612
8675740287,Baby Quilt,47.76,0.06,100000926
6697166886,Coat,159.8,0.02,100000445
8262662751,Suit,109.89,0.07,300000667
3795753080,Jeans,38.1,0.08,100000315
2557931901,Short Gown,47.76,0,100000569
5050067655,Bottoms,66.96,0.09,200000629
4327321762,Dress,69.75,0,400000602
8675740287,Baby Quilt,47.76,0.09,200000588
3390230025,Top,33.48,0.06,100000327
1489444777,Short Gown,131.12,0.1,100000640
6660530324,Washcloth,35.14,0.05,300000410
2524845521,Gown & Robe Set,105.6,0.1,200000406
2557931901,Short Gown,47.76,0.05,400000837
7841340144,Shirt,29.4,0.02,400000557
1039854547,Coat,135.83,0.01,100000603
7010679527,Blanket,63.84,0.01,400000915
8143229140,Shower Shoes,27.86,0,200000765
3132788435,Coat,30.06,0.07,100000084
7502168586,Baby Quilt,38.06,0.05,100000871
8143229140,Shower Shoes,27.86,0.07,200000658
8241463559,Wallet,49.75,0.02,200000103
4584868492,T-shirt,61.38,0.01,100000420
8619953091,Pillowcase,18.96,0.03,100000578
1336619171,Slacks,63.84,0.01,100000797
8694351166,Chair Cover,38.87,0.03,100000443
4291344502,Long Overalls,55.62,0.04,100000230
6917448328,Socks,8.82,0.04,100000321
3750666773,Waterbed Sheet,79.8,0.09,200000484
3305177499,Coveralls (long sleeve),95.88,0,200000384
4327321762,Dress,69.75,0.07,300000667
8058527540,Jeans,35.91,0.08,200000373
7833392032,Skirt,55.86,0.04,100000299
2876522496,Jacket,99.8,0.03,100000090
8058527540,Jeans,35.91,0.05,100000935
1284609276,Sweater,95.76,0.05,100000137
2588421965,Commode Cover,15.84,0.1,400000754
3390230025,Top,33.48,0.02,300000794
8068199275,Slacks,87.78,0.03,100000135
5857761910,Gowns/Pajamas,28.14,0.04,300000652
5187373849,Short Slip,12.87,0.06,100000807
1940915493,Long Gown,68.77,0.08,400000540
5997626126,Coat/Jacket,39.55,0.09,300000735
8269421724,Long Overalls,124.75,0.08,100000185
5050067655,Bottoms,66.96,0,100000198
4681342313,Sheets,29.9,0.06,100000059
5050067655,Bottoms,66.96,0.01,100000848
2113413915,Shorts,59.33,0,200000609
8241463559,Wallet,49.75,0.03,100000089
6697166886,Coat,159.8,0.07,100000444
6182400847,Blazer,26.88,0.03,100000360
2876522496,Jacket,99.8,0.05,100000841
2695940506,Sweater,59.4,0.03,100000853
1489444777,Short Gown,131.12,0.07,100000520
7010679527,Blanket,63.84,0.08,200000672
3135576553,Underwear,5.88,0.02,300000509
7270957383,Scarf,29.85,0.1,100000500
2963300774,Sweatshirt,75.81,0.07,100000084
5153370805,Shorts,43.96,0.03,300000753
6697166886,Coat,159.8,0.06,300000553
7270957383,Scarf,29.85,0.1,100000826
1082405301,Blazer,119.76,0,100000930
7463357829,Infant 2 Piece Set,49.8,0.01,100000851
1988250904,Coat,74.16,0.1,300000779
3795753080,Jeans,38.1,0.08,200000763
1489444777,Short Gown,131.12,0.08,200000507
6182617964,Long Gown,97.11,0.1,200000904
3305177499,Coveralls (long sleeve),95.88,0.07,200000492
1489444777,Short Gown,131.12,0.05,300000494
5153370805,Shorts,43.96,0.04,200000068
6991736764,Pillow Sham,19.8,0.09,100000573
6548962456,Dust Ruffle,65.79,0.09,100000120
3123824581,Sweatpants,43.89,0.08,400000450
3750666773,Waterbed Sheet,79.8,0.02,200000076
7502168586,Baby Quilt,38.06,0.01,400000915
1489444777,Short Gown,131.12,0.07,200000799
5997626126,Coat/Jacket,39.55,0.02,100000574
8213207925,Underwear & Boxers,23.76,0.09,100000030
7425260271,Mattress Cover,35.44,0.07,100000454
1737807900,Tie,68.64,0.03,300000526
6991736764,Pillow Sham,19.8,0.09,200000751
2430071492,Dust Ruffle,41.86,0.09,100000908
2248992375,Sweater,61.38,0.06,300000525
8694351166,Chair Cover,38.87,0.08,200000821
1039854547,Coat,135.83,0.1,100000476
6182400847,Blazer,26.88,0.06,200000712
3390230025,Top,33.48,0.05,300000073
4327321762,Dress,69.75,0.09,100000220
9538578209,Dress,87.36,0.05,100000318
6648383061,Long Slip,27.86,0.02,100000571
5736433915,Mattress Cover,65.78,0.06,400000433
7833392032,Skirt,55.86,0,100000198
5608950888,Suit & 2 pc Dress,112.35,0.05,100000137
8068199275,Slacks,87.78,0.09,400000517
1039854547,Coat,135.83,0.05,100000143
3390230025,Top,33.48,0.06,100000080
4622769035,Short Gown,78,0.01,400000755
3452086694,Bra,38.87,0.1,200000584
3256419181,Short Slip,102,0.09,200000164
4291344502,Long Overalls,55.62,0.1,100000025
2178891798,Hand Towel,18.17,0.01,100000277
1039854547,Coat,135.83,0.05,100000190
3126356136,Formal Dress,99.9,0.1,100000927
3452086694,Bra,38.87,0.06,200000505
1039854547,Coat,135.83,0.1,100000061
9870137717,Crib Sheet,53.9,0,200000532
3890778939,Suit & 2 pc Dress,125.16,0.05,100000422
3123824581,Sweatpants,43.89,0.04,400000639
4681342313,Sheets,29.9,0.03,200000070
1284609276,Sweater,95.76,0.03,200000387
5187883584,Dish Towel,49.5,0,100000189
8143229140,Shower Shoes,27.86,0.01,100000346
2113413915,Shorts,59.33,0.01,300000597
2430071492,Dust Ruffle,41.86,0.09,200000548
6719567315,Blouse,47.88,0.09,100000206
1940915493,Long Gown,68.77,0.07,100000454
7645689457,Apron,9.48,0.06,100000572
2491559336,Jeans,104.79,0.1,200000266
6228611532,Valance,47.76,0,200000389
7425260271,Mattress Cover,35.44,0.09,100000317
8864799421,Valance,31.8,0.08,100000922
8586814459,Gown & Robe Set,65.64,0.02,300000466
2876522496,Jacket,99.8,0.06,100000327
6661671897,Swimwear,50.83,0.07,400000555
7841340144,Shirt,29.4,0.01,100000603
5127562193,Robe,95.76,0.07,100000560
3126356136,Formal Dress,99.9,0.06,100000337
5127562193,Robe,95.76,0.04,200000459
5509524170,Couch Cover,86.68,0.06,200000669
7270957383,Scarf,29.85,0.02,200000663
6962492078,Bath Mat,37.31,0.04,100000380
6719567315,Blouse,47.88,0.06,200000014
6388591017,Baby Quilt,100.68,0.02,400000691
6917448328,Socks,8.82,0.04,400000397
1625450539,Dress,54.89,0.04,100000209
8058527540,Jeans,35.91,0.02,200000646
2210750188,Blazer,119.76,0.03,100000203
3405268556,Handbag,114.77,0.01,100000119
8948840620,Gloves,19.8,0.01,400000625
6388591017,Baby Quilt,100.68,0,200000166
3405268556,Handbag,114.77,0.1,400000795
2876522496,Jacket,99.8,0.01,400000472
8694351166,Chair Cover,38.87,0.08,300000015
6697166886,Coat,159.8,0.05,100000891
6719567315,Blouse,47.88,0.05,400000757
3962085980,Sleeper,61.38,0.02,100000283
7010679527,Blanket,63.84,0.1,100000640
9873264896,Hat,10.89,0.09,200000352
8269421724,Long Overalls,124.75,0.05,200000938
8713824671,Infant 2 Piece Set,48.6,0.02,100000400
2113413915,Shorts,59.33,0.1,200000912
6661671897,Swimwear,50.83,0.08,300000685
2963300774,Sweatshirt,75.81,0.08,100000928
1988250904,Coat,74.16,0.05,100000041
7425260271,Mattress Cover,35.44,0.03,100000680
8619953091,Pillowcase,18.96,0.09,100000559
2963300774,Sweatshirt,75.81,0.1,100000255
2557931901,Short Gown,47.76,0.05,200000486
9916068026,Gowns/Pajamas,118.14,0.1,100000151
6511971572,Sleeping Bag,47.88,0.08,100000315
8262662751,Suit,109.89,0.01,100000204
5050067655,Bottoms,66.96,0.04,200000764
3305177499,Coveralls (long sleeve),95.88,0.07,200000210
1082405301,Blazer,119.76,0.08,300000685
4538875409,Couch Cover,79.8,0.03,200000665
6962492078,Bath Mat,37.31,0.08,200000897
4398051135,Bra,6,0.06,300000553
7841340144,Shirt,29.4,0.1,100000831
3452086694,Bra,38.87,0,200000726
1303837083,Suit,19.4,0.07,100000056
7833392032,Skirt,55.86,0.1,300000594
8586814459,Gown & Robe Set,65.64,0.05,300000073
7833392032,Skirt,55.86,0.09,100000125
2355020550,Sweater,67.92,0.08,200000507
6548962456,Dust Ruffle,65.79,0,100000138
1625450539,Dress,54.89,0.04,100000722
1336619171,Slacks,63.84,0,200000583
3390230025,Top,33.48,0.1,100000274
6182617964,Long Gown,97.11,0.04,300000440
5857761910,Gowns/Pajamas,28.14,0.08,200000102
1737807900,Tie,68.64,0.02,100000049
4924918902,T-shirt,62.79,0.09,400000027
2153011099,Gown & Robe Set,99.8,0.03,100000050
4391642886,Men's Pajama Set,83.79,0.02,200000621
3452086694,Bra,38.87,0.03,200000579
2153011099,Gown & Robe Set,99.8,0.04,300000704
3750666773,Waterbed Sheet,79.8,0.03,100000809
3962085980,Sleeper,61.38,0.02,400000556
3819369487,Dish Towel,7.84,0.1,200000534
6548962456,Dust Ruffle,65.79,0.04,200000039
6648383061,Long Slip,27.86,0.03,100000880
7425260271,Mattress Cover,35.44,0.07,300000302
5736433915,Mattress Cover,65.78,0.07,100000404
4327321762,Dress,69.75,0.04,100000142
1940915493,Long Gown,68.77,0.03,100000307
6661671897,Swimwear,50.83,0.02,400000916
2210750188,Blazer,119.76,0.1,200000802
3305177499,Coveralls (long sleeve),95.88,0.1,100000005
5857761910,Gowns/Pajamas,28.14,0.08,100000545
6388591017,Baby Quilt,100.68,0.06,100000087
2248992375,Sweater,61.38,0.09,100000908
1988250904,Coat,74.16,0.05,200000535
6991736764,Pillow Sham,19.8,0.02,300000271
1893735141,Socks,115.5,0.02,200000460
4398051135,Bra,6,0.1,100000627
4681342313,Sheets,29.9,0.05,100000148
9873264896,Hat,10.89,0,100000569
3795753080,Jeans,38.1,0.03,300000702
9870137717,Crib Sheet,53.9,0.08,200000508
3135576553,Underwear,5.88,0.05,200000856
6388591017,Baby Quilt,100.68,0.04,200000620
3132788435,Coat,30.06,0.02,100000892
4574639519,Jeans,14.5,0.07,300000822
8948840620,Gloves,19.8,0.09,200000072
3819369487,Dish Towel,7.84,0.01,200000386
3390230025,Top,33.48,0.07,300000167
2248992375,Sweater,61.38,0.03,100000742
4327321762,Dress,69.75,0.1,100000708
6697166886,Coat,159.8,0.05,200000259
8241463559,Wallet,49.75,0,400000368
8864799421,Valance,31.8,0.1,200000029
8586814459,Gown & Robe Set,65.64,0.08,400000540
3890778939,Suit & 2 pc Dress,125.16,0.07,100000326
5153370805,Shorts,43.96,0.03,100000157
8068199275,Slacks,87.78,0.09,200000622
7502168586,Baby Quilt,38.06,0.08,100000221
9223468295,Bath Mat,23.88,0.06,100000859
8213207925,Underwear & Boxers,23.76,0.07,100000679
6511971572,Sleeping Bag,47.88,0.07,200000425
8713824671,Infant 2 Piece Set,48.6,0.09,100000278
8624682735,Coat,77.77,0.03,400000690
2782517448,Belt,45.77,0.1,200000863
4622769035,Short Gown,78,0.03,100000680
2153011099,Gown & Robe Set,99.8,0.09,200000715
6511971572,Sleeping Bag,47.88,0.1,200000864
2695940506,Sweater,59.4,0.03,100000925
9870137717,Crib Sheet,53.9,0.02,300000393
1336619171,Slacks,63.84,0.09,100000058
6962492078,Bath Mat,37.31,0,100000172
6388591017,Baby Quilt,100.68,0.08,100000221
3126356136,Formal Dress,99.9,0.06,200000505
6661671897,Swimwear,50.83,0.1,300000594
5736433915,Mattress Cover,65.78,0.07,200000492
5127562193,Robe,95.76,0.07,100000290
2355020550,Sweater,67.92,0.08,200000911
2926937052,Washcloth,10.78,0,100000873
8864799421,Valance,31.8,0.09,200000164
9223468295,Bath Mat,23.88,0.08,100000893
7270957383,Scarf,29.85,0.05,100000231
6991736764,Pillow Sham,19.8,0,100000250
2491559336,Jeans,104.79,0.07,200000587
3123824581,Sweatpants,43.89,0,200000046
4924918902,T-shirt,62.79,0.01,300000813
2588421965,Commode Cover,15.84,0.07,100000560
1160651321,Coat,93.9,0.06,100000859
5608950888,Suit & 2 pc Dress,112.35,0.04,400000676
3135576553,Underwear,5.88,0.04,300000539
6988128169,Handbag,25.44,0.1,400000754
2524845521,Gown & Robe Set,105.6,0.01,100000119
8619953091,Pillowcase,18.96,0,200000046
2926937052,Washcloth,10.78,0.07,100000232
1082405301,Blazer,119.76,0.02,100000892
6182617964,Long Gown,97.11,0.04,100000722
3256419181,Short Slip,102,0.09,100000123
1319286996,Gowns/Pajamas,47.43,0.03,100000558
8864799421,Valance,31.8,0.1,300000614
8586814459,Gown & Robe Set,65.64,0,100000567
8675740287,Baby Quilt,47.76,0.03,100000626
1940915493,Long Gown,68.77,0.02,100000709
3819369487,Dish Towel,7.84,0.05,100000900
4681342313,Sheets,29.9,0.05,200000486
4934584980,Nylon Pants,55.86,0.05,100000124
2876522496,Jacket,99.8,0.01,200000533
4398051135,Bra,6,0.01,100000655
5187883584,Dish Towel,49.5,0.08,300000528
2963300774,Sweatshirt,75.81,0.07,100000007
2588421965,Commode Cover,15.84,0.09,200000164
9166887914,Sweater,95.76,0.03,100000090
8068199275,Slacks,87.78,0.07,200000682
8586814459,Gown & Robe Set,65.64,0.09,200000751
9195451761,Hand Towel,51.66,0.07,200000939
6182617964,Long Gown,97.11,0.08,100000369
1737807900,Tie,68.64,0.01,100000902
9870137717,Crib Sheet,53.9,0.06,100000807
3382973348,Top,81.76,0.1,200000701
5736433915,Mattress Cover,65.78,0.01,100000655
9916068026,Gowns/Pajamas,118.14,0.07,200000106
1336619171,Slacks,63.84,0.03,100000173
6511971572,Sleeping Bag,47.88,0.02,200000103
8269421724,Long Overalls,124.75,0.07,200000106
1988250904,Coat,74.16,0.07,200000590
8948840620,Gloves,19.8,0.07,100000296
9870137717,Crib Sheet,53.9,0,400000721
1940915493,Long Gown,68.77,0.1,200000266
7502168586,Baby Quilt,38.06,0.08,100000783
7425260271,Mattress Cover,35.44,0.1,200000426
7645888340,Bath Mat,5.6,0,200000389
